,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ARNC,ANET,AJG,AIZ,ATO,T,ADSK,ADP,AZO,AVB,AVY,BHGE,BLL,BAC,BK,BAX,BBT,BDX
ARE,0.9096624484819817,0.9034901730523333,0.8608405282510201,0.8010004388994477,0.9228228614792373,0.8913525715407602,0.885597113163735,-0.009102678995464046,0.7800618555660442,-0.17815785871467651,0.6897819915660376,0.9508768147958403,0.7827219588671116,0.9434058695203382,0.3652634465023001,0.81555628916577,0.8737900181822155,1.0,0.6866615478524801,0.8465142466993169,0.9637864253103906,0.6529391460752098,0.7021495502149635,0.9325491598594391,0.935020191079432,0.9197377159413808,0.9207652617573399,0.879411934612314,0.8761237963578037,0.836574314917777,0.946359822356232,0.6400296483128372,0.9311915464392883,0.8738326465283444,-0.5784727654252986,0.9101608736141065,0.9490318669985146,0.8593721281258541,0.8253593778467142,0.904052259778418,0.8549858789364498,0.9299580736606623,0.7995985966373808,0.9219148697194,0.9337012641531723,0.9175172986434745,0.8843867356533538,0.14740557620986533,0.8948447286166114,0.9010561068377817,0.6795307678951585,0.8593895684729254,0.8790667892372952,-0.43135083261940377,0.8930393554781132,0.8984363537853268,0.9492901817205418,0.9238784535922394,0.8134472193212415,0.9500377048549508,0.8921453165242613,0.8574421100651152,0.9256625483598993,0.8546896572965368,0.46313712913691685,0.9135437326657126,0.2406998126547097,0.7504635814515928,0.9196995503136642,0.9205958533367669,0.9468793206649523
ALXN,0.8287892135320603,0.790528417254305,-0.15638046452377216,0.5228727236671595,0.7922806912492616,0.6942428157315169,0.604151159694988,-0.35898989884597926,0.9289701923261324,-0.16073078038383506,0.8726800203087184,0.7693108934784822,0.67671052743789,0.819435401144292,0.43513365527992376,0.874737606329911,0.7768753685407915,0.6866615478524801,1.0,0.5619217115405681,-0.6340063120292382,0.9423125958733845,0.970107565255668,0.830865499325418,0.7114900592347724,0.7378417967277653,0.7323403291647506,0.8723134592293806,0.642781986689794,0.06972918936091298,0.6699685702576378,0.502520021062035,0.8157082597745882,0.8227343867847398,-0.7226079101415316,0.8019794849986249,0.6338300939179304,0.8161192157988768,0.9393757608724572,0.8792272415308922,0.8357605181992136,0.8236487005853094,0.6785194886418032,0.7957696380417069,0.6765325238826198,0.7996539911919349,0.8035852778158771,0.12931332235949713,0.6425634391488242,0.8361345521802721,0.44592541124595325,0.3701466038373068,0.821962341856813,-0.6729690558459038,-0.6309249422626036,0.7833235554636215,0.7000277965621547,0.7875667978682094,0.8581575524380213,0.6373582567533517,0.7674489573172923,0.8989425703782887,0.8740965181651316,0.5486864940195515,0.31382272429048,0.8481682703803618,-0.3184093204668518,0.5416603820431973,0.7509451265977867,0.7098740258084062,0.7732379203105069
ALGN,0.8632847773344284,0.9041718789978067,0.9006235533601311,0.9687061705904108,0.9108489729628738,0.920868821520599,0.9680142728242135,0.24628944050474366,0.6583656977496014,0.08413535739002198,0.45029397781660024,0.9019715615187376,0.90921974390985,0.8653566678232477,0.6798680239992974,0.7202556899306168,0.7764738951775743,0.8465142466993169,0.5619217115405681,1.0,0.8434448949060293,0.5299393043220835,0.5797075221602,0.8664469519716649,0.8858434921264602,0.9129063521823977,0.9173137347234278,0.774949501873596,0.9716017197359431,0.6465658952108126,0.8949647525589337,0.4764995148023366,0.8639937890606204,0.8326688229189647,-0.42424320730365694,0.8752761922770386,0.8741075780248739,0.8261696805684364,0.7136662553863566,0.8499928576962974,0.8515334904742482,0.8986842332137006,0.9270002562061478,0.9042343083317768,0.9313900063138078,0.8955194389435843,0.8760018328910737,-0.23966047343954125,0.7485170447774927,0.8979694648409122,0.8930142278301633,0.826629573611134,0.6732916276082581,-0.42482949877876497,0.9540914255706722,0.9138718995203896,0.8389321835627933,0.8963843575526071,0.6943151814594358,0.9336875675790512,0.9242592072626056,0.760630856332808,0.752793409771632,0.9180534291460095,0.03649386164155669,0.821814266461753,0.13925816915376948,0.8074519413515865,0.9247203025752002,0.8912070035845264,0.9157049267914534
ALLE,0.8170027554796172,0.888253210791554,0.7858377830564095,0.8167819821669619,0.9634283349043434,0.7791715570332967,0.9231976278903049,0.888241221851106,0.06082058675276211,0.5477608012998835,-0.6726563644840268,0.9561482473007902,0.9150701282649417,0.9413360872806774,0.44067981917669935,0.4238299009776416,0.6174138527272933,0.9637864253103906,-0.6340063120292382,0.8434448949060293,1.0,-0.5406701857276809,-0.6657430476356613,0.9560763172858682,0.930647157983033,0.9215678538182525,0.9221536201075043,0.6390804744107689,0.9216750454818129,0.7466731551542127,0.9583138787117914,0.08195067406841358,0.9581946958444191,0.6900832971374434,0.18889297502239377,0.9475401614230722,0.9613750930184345,0.7165593718703611,0.2638371177011565,0.8815172858842303,0.8793126586037098,0.9428257092293679,0.948831247203033,0.9180192635153582,0.9188514399909645,0.9730220983880067,0.8065189626582863,-0.7868976649961054,0.9193549341924745,0.9018712764614917,0.8187985289287228,0.7836568116616761,0.30866729750180844,-0.363479658397475,0.8700430447668226,0.9305620422541552,0.9085338195442965,0.9589322403529199,0.5724024773720816,0.929919204219512,0.9403304423248183,0.6983193972668722,0.88715660277817,0.9395895124158721,-0.6660159017064027,0.8891910907074012,0.855590960274499,0.812361740906484,0.9387550229071808,0.8602419723443739,0.9469949407504772
AGN,0.8262402989574693,0.7368655651070504,-0.07591356033484299,0.5147857827861093,0.7604040416665646,0.7044914300545418,0.5813446280531316,-0.2923475372490966,0.9229994692807593,-0.12290835083403862,0.8222438133423968,0.7266948954964183,0.6495759946123303,0.7837903989116327,0.4127801366725443,0.9263668254803684,0.7129651849542301,0.6529391460752098,0.9423125958733845,0.5299393043220835,-0.5406701857276809,1.0,0.9441448622174942,0.8011540691133964,0.7265673036027336,0.7365199412417508,0.7276505124559685,0.8797920482335799,0.6153672655110323,0.33222920799033234,0.6662604605634602,0.6182622652415052,0.793237512888471,0.7540370449028949,-0.5904333935987208,0.7450954193693264,0.6396593745280266,0.8129038690127658,0.9429357856771131,0.8077371580247314,0.8578621673816511,0.7907485149570979,0.6803207320672088,0.7176025763796039,0.6715523460999349,0.7755363004874164,0.8155084838896599,-0.03245884891128733,0.6744942320887908,0.786049317069198,0.49244002180235336,0.49726362443335553,0.770676147606731,-0.5606292100815413,-0.8200115542164496,0.7354975727309777,0.7386617595306201,0.7769169189716257,0.829281881294393,0.592086427435965,0.7447048111933205,0.8655720714783003,0.8220172951009601,0.5947146162666547,0.28014150997135734,0.804132968313283,-0.23093260534491494,0.6158918380370979,0.7007462414325826,0.6999650576048201,0.7546612003290432
ADS,0.8557013053934404,0.7661019627387341,-0.05747519791731117,0.5325281949910564,0.7935747595439222,0.7261762239884418,0.6015095062067836,-0.27675037700477295,0.9113988684076404,0.08113346128960207,0.9321373744411818,0.7714343676624573,0.7643950393089077,0.8120033309776213,0.8339776257251383,0.8892012444776108,0.8079022530421907,0.7021495502149635,0.970107565255668,0.5797075221602,-0.6657430476356613,0.9441448622174942,1.0,0.8263810127084518,0.747513910746927,0.7580001901875962,0.7521341762838725,0.8871770210818603,0.6321668417554139,0.21793634647542093,0.6708271719725725,0.6128172118342148,0.8069826426950591,0.8346147657543779,-0.674427504654116,0.7868333684268326,0.6302641090229877,0.8617834410986996,0.9497027623839615,0.8752580187202612,0.8444763927108426,0.8280108259803589,0.7183039655548765,0.7842968245808678,0.693555556703948,0.791190381775825,0.8263876059640998,0.06346520607727707,0.6613713827415826,0.8245566235267396,0.5661364875023845,0.5185816484595019,0.8648270267570356,-0.5905617030150476,-0.5341567476857001,0.76886628559165,0.7452565900854689,0.7800905119767011,0.8774726578826408,0.6369967318672354,0.7557717276573416,0.8660433167472085,0.8708514498238039,0.5841421484813478,0.359362435962277,0.8199177786330024,-0.2674475540478671,0.6580741934282279,0.7445208791475776,0.7460634364413168,0.7795030970026228
LNT,0.9702083787366439,0.9627448096170577,0.8324811279158523,0.8332321483258315,0.9862269831992678,0.9264475830137016,0.9069348094462981,-0.07578008047881953,0.8934633385691544,-0.12244309360898258,0.7258427755196343,0.9755125016657451,0.8663798593294647,0.9807467736511234,0.4365564741500323,0.9230085010201339,0.9170722850714866,0.9325491598594391,0.830865499325418,0.8664469519716649,0.9560763172858682,0.8011540691133964,0.8263810127084518,1.0,0.9343110791008463,0.9779521937302871,0.9773462616163343,0.9625468749230154,0.9244131664805391,0.8571810774318723,0.9428001861770166,0.594245552091412,0.9937539155693563,0.9244098030743512,-0.6513865648966969,0.9778106297094216,0.9927477421320798,0.935432335339088,0.9226275074335428,0.9703922048762471,0.9518405369431163,0.9877542439388046,0.8933633155654037,0.9663472753755687,0.9400929297815371,0.985485751083758,0.9636505518787851,0.0073887397236016335,0.8637571993397615,0.9731119159974736,0.7368509580031259,0.8661133180347821,0.8684238015184866,-0.5926694284141191,0.8453030792674975,0.9704065221699935,0.9473647543015552,0.9907746792928966,0.9160600288784747,0.9252331051345901,0.9699464372180227,0.9559668421000661,0.9605354447176316,0.8653796001353157,0.27745723130055083,0.9773561169707643,-0.016062575636983187,0.7717920806913395,0.9708935730540695,0.9174670676843929,0.9825149764787007
ALL,0.9441108929327352,0.9187578263790586,0.9162009111882157,0.8442568985534729,0.9270481114289085,0.9151824027118047,0.9156956899735339,0.0684998393071775,0.7824754476544702,-0.10076180295769498,0.6984756794258878,0.9412837538282358,0.8176493968540226,0.9305269169150199,0.3608891032996998,0.8689859122228588,0.8357676582758673,0.935020191079432,0.7114900592347724,0.8858434921264602,0.930647157983033,0.7265673036027336,0.747513910746927,0.9343110791008463,1.0,0.9267270506592318,0.92694687603039,0.8903791176528076,0.8989917519397074,0.8586858432822161,0.9712993683435254,0.7592052409544403,0.9411570671879079,0.9162405609083069,-0.4363697024643024,0.9023386288304904,0.9605951979200724,0.9356112027933925,0.8544325152931417,0.9018794418181945,0.9346687954718834,0.938769832844676,0.8727139412596061,0.899751381797782,0.9522953269012211,0.935015296913801,0.9283733234423851,-0.10656596412702583,0.9228758097655668,0.9070125336862862,0.7841933422427273,0.9456494821383966,0.8224623643976116,-0.37420176875216277,0.9358323193857466,0.9324936674309624,0.9468705214315926,0.9410712205871689,0.8103400475536462,0.938773507612289,0.9296439522125152,0.8511117892827659,0.8743292139499567,0.9369181663299222,0.32684789750559623,0.9004768205170425,0.29197585877822796,0.84397854738279,0.9194927128473575,0.9731505125198242,0.9470515599039397
GOOGL,0.9683477674651108,0.952279474819761,0.9024154884110578,0.8919174773611213,0.9846101938491333,0.9483605367867521,0.9313830205622565,0.11746519552164442,0.8378495634408146,0.10197247532809198,0.5881055963279469,0.9754364451041962,0.97001576562107,0.9676999886940205,0.8180008889659566,0.893606749520593,0.8811534765257123,0.9197377159413808,0.7378417967277653,0.9129063521823977,0.9215678538182525,0.7365199412417508,0.7580001901875962,0.9779521937302871,0.9267270506592318,1.0,0.999826498317099,0.9336887639307582,0.9525050327956118,0.8039122776389735,0.926020521827665,0.5927989092636408,0.9730408973483546,0.8963870623653687,-0.48576689701462356,0.9663515298817041,0.971000361620759,0.9349583238577767,0.8789743937561417,0.9584608509377553,0.9519327093476168,0.9883555693304796,0.9676146807874689,0.9644265722896846,0.9454612519022976,0.9792503284168204,0.9705128103835204,-0.5514456440004354,0.8157121422116939,0.9645775246010542,0.8970337213963884,0.9194252550235245,0.8472073102460758,-0.4814705356696482,0.930262880117216,0.9631776550611206,0.953003954381916,0.9822972658560752,0.8824275130840288,0.9194998060316021,0.974191345954063,0.9106337422024725,0.9239572935007652,0.919047323786062,-0.08614071996161074,0.9426286276648888,-0.0027118686041301405,0.874618747894706,0.9749175866667682,0.9186474707226719,0.9870609964778526
GOOG,0.9666308202605475,0.9544028023933704,0.9038689344596437,0.8952744496449654,0.9852034145035364,0.9479253355164711,0.9353550393702063,0.12371787787375925,0.8319892147205756,0.10725426654734553,0.5829987496625927,0.9771534620670926,0.9720040515351684,0.9679678734915369,0.816440253265056,0.887029622864989,0.8806798397860957,0.9207652617573399,0.7323403291647506,0.9173137347234278,0.9221536201075043,0.7276505124559685,0.7521341762838725,0.9773462616163343,0.92694687603039,0.999826498317099,1.0,0.9289921183835639,0.9556874113187814,0.7985811600993638,0.9272255057990934,0.5879806277024914,0.9725622924097448,0.8984954424159548,-0.4844717714851731,0.9678056964881379,0.9710698908753107,0.9338384250188226,0.8739457989031263,0.9590713454553642,0.9494879887388272,0.9884089541221979,0.9689274598804009,0.9670915379657795,0.9473899866217811,0.9797221568299247,0.9683773166174546,-0.5494104026407594,0.8140877149100325,0.964898053202382,0.8993357963954592,0.9170832921044645,0.8442999005210907,-0.47988327958477794,0.9376874090270569,0.9652107263163322,0.9511618588195211,0.9818395059251565,0.8788207529077459,0.923603720368952,0.9754193607642547,0.9078698862011058,0.9213351346753283,0.9204343372805803,-0.08922948594855547,0.9421665115767636,0.0007832407637549162,0.8736769355475581,0.9772058143065883,0.9194809642341095,0.9873643644546378
MO,0.9705037100897466,0.8862459711374973,0.6990458264040811,0.7450644471397605,0.9384897180283964,0.9167974381598326,0.8031382878627814,-0.20175228469705578,0.9184131820416013,-0.1943604892298267,0.7834418151181504,0.9162999438930283,0.7964246590100312,0.9348363018516567,0.4029158863092043,0.9700519775929788,0.9226473932139726,0.879411934612314,0.8723134592293806,0.774949501873596,0.6390804744107689,0.8797920482335799,0.8871770210818603,0.9625468749230154,0.8903791176528076,0.9336887639307582,0.9289921183835639,1.0,0.8410727244049089,0.839662656584481,0.8691037266304106,0.6207263388396741,0.9478906749961619,0.8526235769478636,-0.685753810539154,0.9095610178093798,0.910322800460939,0.9136122585811213,0.9556330561184851,0.9344807881245666,0.9376522115563852,0.9543142029081814,0.8231493239257351,0.9063026448835962,0.8592683754640973,0.9312906694717519,0.9689406963383447,0.03038663394697008,0.8142644625266503,0.9391047374332184,0.6770397741686338,0.8099399323847498,0.8651295812694932,-0.6314333878863957,0.3741348352998554,0.9024294070686522,0.9120318517546907,0.9511818611169458,0.929584465281216,0.8316653233035862,0.9030669635384357,0.9451297242789712,0.950500191485207,0.8010256194603563,0.29951609918260463,0.9326982344905931,-0.09230746709094031,0.7325765482693453,0.9065467122006202,0.8741667988439364,0.9404302592120548
AMZN,0.8959241975636945,0.9510710778322699,0.8674739103312774,0.9612150035968283,0.9607597300598405,0.9284955172132194,0.9867778915192323,0.11389362591224704,0.7537009061463571,-0.06476174154030984,0.49234451474724544,0.9425097885228052,0.8720297863856531,0.9188851079348177,0.40703903351478377,0.7999390841325813,0.8042870971541111,0.8761237963578037,0.642781986689794,0.9716017197359431,0.9216750454818129,0.6153672655110323,0.6321668417554139,0.9244131664805391,0.8989917519397074,0.9525050327956118,0.9556874113187814,0.8410727244049089,1.0,0.6850393324512032,0.929898920604976,0.4695776169843678,0.9229466649907163,0.86619544155591,-0.5135767133248662,0.9354416057287464,0.9377822985855718,0.8431530304454308,0.7848765378615098,0.896305249288093,0.9013595014885454,0.9392625528515006,0.9278873697070956,0.9413759137336125,0.9621933548326945,0.9487100499709616,0.9137621524250626,-0.15927200710554687,0.7958319845953602,0.9376610798794252,0.8094752873750082,0.8235229822844328,0.7167881779229048,-0.5153899098555911,0.9407641167197494,0.9561570582118893,0.8857596532330158,0.9515061835701374,0.7635736631345192,0.9502742297060989,0.9706163237627636,0.8547106966838897,0.8246154403829388,0.9233040229709484,0.08089979940965074,0.9000302866230246,0.08921265642147677,0.7783071343846669,0.9578336825327168,0.8967366894129595,0.9543017367580653
AMCR,0.866090148347195,0.6556058043585347,0.6891090753516825,0.5997632005801252,0.7913255855164486,0.7713262833149995,0.6936812665000491,0.5900017683642097,0.4525189205192452,0.3864278901393849,0.017713385078411876,0.8005453150123415,0.7957975224051149,0.819875216759646,0.5553074554080188,0.764550045494855,0.7423545832793484,0.836574314917777,0.06972918936091298,0.6465658952108126,0.7466731551542127,0.33222920799033234,0.21793634647542093,0.8571810774318723,0.8586858432822161,0.8039122776389735,0.7985811600993638,0.839662656584481,0.6850393324512032,1.0,0.7975082410899695,0.6800468435795688,0.8361983006856765,0.5876328213207269,0.7688637657390324,0.7616260369830771,0.8278538713157888,0.8018557039141281,0.6528654001879325,0.717581990747819,0.8216924114857906,0.8405215889728963,0.7937980007320352,0.680108194978633,0.7284685296409859,0.8313147428162747,0.8724042280423148,-0.6707965612224265,0.863509945775981,0.7058434315266815,0.8302303859088981,0.7903814832286851,0.6769386080595193,0.20157776503463357,0.5355612538704559,0.7356227650659537,0.8619536333708777,0.8349631772420575,0.8120643972606705,0.7370330701179731,0.7545279910872456,0.6686813954839935,0.8082584348490522,0.8391099746389756,0.019114638878433676,0.7647860488110616,0.7584056908958904,0.8517380316689803,0.7731555300528029,0.7720427532664164,0.8184989240947186
AEE,0.9165895453421852,0.9342219801882308,0.81914697691808,0.8691989012808731,0.9353214449028573,0.8956791456666072,0.9431714275047639,0.10855470597903916,0.7742531242789077,-0.108600076777771,0.6005171868439182,0.948131718316181,0.8196686975895179,0.9360311455124461,0.34393102202888953,0.8387277303763208,0.8139848179415657,0.946359822356232,0.6699685702576378,0.8949647525589337,0.9583138787117914,0.6662604605634602,0.6708271719725725,0.9428001861770166,0.9712993683435254,0.926020521827665,0.9272255057990934,0.8691037266304106,0.929898920604976,0.7975082410899695,1.0,0.6583548571825304,0.9534836572311782,0.89919264078616,-0.44606352928248233,0.9223986746320686,0.9870843294490598,0.8719191616682297,0.8109609328565518,0.8930868877426448,0.9146168884576065,0.9316088929849378,0.8788448959582543,0.9088590107717825,0.9657463780054802,0.9443875025115477,0.9025747550094945,-0.1097984608347539,0.9215029495473384,0.9047206868132753,0.75948047837649,0.8392914801569409,0.7935162857383817,-0.39555453494304943,0.8672024053662467,0.943880350873501,0.9408053068410585,0.9560234959203388,0.7889328839491033,0.9611027649085372,0.9462298874100846,0.8662339003042772,0.8768625833817656,0.9304852931750082,0.2738959018822462,0.9190629480825292,0.273967392926704,0.800629322466691,0.9295740663080572,0.9451872951232336,0.9517817491639029
AAL,0.656982191710077,0.5121408177644421,0.5593656881074344,0.4667839140108808,0.5451733866569538,0.5599714203648011,0.5144344516698145,0.3562920613324348,0.5579646885475222,0.37137387732141547,0.6403253705946296,0.5394251729655202,0.5906760871991996,0.5646465031087751,0.7024594229945986,0.6850412310232986,0.48418297437041585,0.6400296483128372,0.502520021062035,0.4764995148023366,0.08195067406841358,0.6182622652415052,0.6128172118342148,0.594245552091412,0.7592052409544403,0.5927989092636408,0.5879806277024914,0.6207263388396741,0.4695776169843678,0.6800468435795688,0.6583548571825304,1.0,0.5984119187259885,0.6481005800366615,0.22969332231238626,0.5227185392547603,0.7909895354021786,0.6985811311180761,0.6427806682059517,0.5343312203004904,0.688763333488642,0.5829774835647826,0.5885503532190827,0.45299888883847245,0.6136845720700848,0.5705415452489058,0.6301125197795879,-0.6897245825514352,0.8006213466454601,0.5224491358288372,0.6331989173120658,0.8143523596602508,0.6944435275699854,0.09397630625651181,-0.034875224132665104,0.5422301044315436,0.6897131659753922,0.5784897769487772,0.5737000194142616,0.5579721232671196,0.5583010871163475,0.518045124259303,0.6182335326772401,0.6867965713928277,0.3048882946407736,0.5285566714609782,0.5121477241973121,0.7328098115843719,0.48755859214398184,0.7386338535183712,0.5790335723966269
AEP,0.9585353599487727,0.9685284617525552,0.7966174956579877,0.8314890913956482,0.9812854384641522,0.9125589030213713,0.9135353786969953,-0.05427977872241054,0.8858712762156976,-0.09825658827525265,0.7072858338814499,0.9724690897774763,0.8581810358977042,0.980242163738578,0.4109659742156279,0.9143202052246435,0.888732811276248,0.9311915464392883,0.8157082597745882,0.8639937890606204,0.9581946958444191,0.793237512888471,0.8069826426950591,0.9937539155693563,0.9411570671879079,0.9730408973483546,0.9725622924097448,0.9478906749961619,0.9229466649907163,0.8361983006856765,0.9534836572311782,0.5984119187259885,1.0,0.922817434127219,-0.6098463993776732,0.9751757164255548,0.992865892918307,0.9299744297252942,0.9123993734548742,0.9611541309205851,0.9496354416697133,0.9793015485138223,0.893751406149137,0.9572047135571866,0.9466326208203769,0.9860467393885146,0.9497747810486397,-0.025385834350176446,0.8797153838577706,0.9623996861608894,0.7356393332974382,0.852683486950357,0.8519888755172372,-0.546489996508929,0.8226263843544983,0.9703187794969416,0.9513060540362266,0.987004810360765,0.9075050834928144,0.9280700685982752,0.9731270009874535,0.9504409440760967,0.9488020240055385,0.8739476553461819,0.26949073535356227,0.9755963105855666,0.016526719427279717,0.7914315539601565,0.9700556757167251,0.9165778693222894,0.9770880813575773
AXP,0.9051329892441192,0.9339777834440977,0.7009944085422479,0.7778596543495708,0.9198030347000045,0.8245786122996223,0.8747833335608713,0.03015242664495493,0.8401980654170514,-0.029404265076500694,0.7722372175642951,0.9291363573366596,0.8559252926016628,0.926663969961897,0.48181092704776063,0.8311753634854808,0.8348732919261489,0.8738326465283444,0.8227343867847398,0.8326688229189647,0.6900832971374434,0.7540370449028949,0.8346147657543779,0.9244098030743512,0.9162405609083069,0.8963870623653687,0.8984954424159548,0.8526235769478636,0.86619544155591,0.5876328213207269,0.89919264078616,0.6481005800366615,0.922817434127219,1.0,-0.5323852362991325,0.9323814486504656,0.8835641759005455,0.9411041519381567,0.8731490441990761,0.9466322166455275,0.9057962599435586,0.9279135816706063,0.8760092070187667,0.9238730907508654,0.9108084819546547,0.9239569732564304,0.8725708289326535,0.014716358095045123,0.8454515610126511,0.9205655064598038,0.7103330884313228,0.8160851836096654,0.8429635042318865,-0.4725258816026064,0.8498247489003457,0.9417630149412949,0.8763961286251711,0.9052454425078273,0.8336817386908207,0.900832829250737,0.9234108111477155,0.8843416846452693,0.8950139304259377,0.8244795057593768,0.3454479755805607,0.9198123996235525,0.09728007846080801,0.7483489077885889,0.9021443157735579,0.9168580259907466,0.906457916353911
AIG,-0.6340764355963703,-0.6159578206560418,0.4184599416805571,-0.3776426784357027,-0.6158699470600834,-0.5744985710247046,-0.4454161103639516,0.5723098345893127,-0.6703814023435294,0.457145547402716,-0.625807427069978,-0.6376153800099145,-0.424007155230799,-0.6663483549435393,-0.23584682552048208,-0.5936413529235046,-0.7268318047170922,-0.5784727654252986,-0.7226079101415316,-0.42424320730365694,0.18889297502239377,-0.5904333935987208,-0.674427504654116,-0.6513865648966969,-0.4363697024643024,-0.48576689701462356,-0.4844717714851731,-0.685753810539154,-0.5135767133248662,0.7688637657390324,-0.44606352928248233,0.22969332231238626,-0.6098463993776732,-0.5323852362991325,1.0,-0.6350947050979158,-0.07216311557371115,-0.3739039880484373,-0.6934839626768182,-0.7259130083230625,-0.5328626068533372,-0.6633266843313693,-0.38691639103483383,-0.7100886714056753,-0.45180399865187393,-0.6150436405055363,-0.6066573194349624,-0.5199930304908119,-0.2816636888158265,-0.6787294242092111,-0.17193670770636754,0.7778104372116644,-0.711494843986742,0.8668882183549904,-0.1251501107250127,-0.5914440419244046,-0.36173992140851013,-0.6198368208126105,-0.6203351022029376,-0.5130159680021947,-0.5499046176501386,-0.7140943149304507,-0.7277280927319534,-0.2855685185523896,-0.24498884997176915,-0.6939351735624171,0.4910996746811357,-0.17410319076943742,-0.6374324728043863,-0.4677121751115637,-0.6355248080366434
